sentence_id	token	pos_GF	pos_AT		Adjudication		
42	gaté	ADJ	ADJ		ADJ		
42	okontrè	ADV	ADV		ADV		
42	menm	ADV	ADV		ADV		
42	pétèt	ADV	ADV		ADV		
42	sa	PRON	PRON		PRON		
42	ka	PART	PART		PART		
42	rann	VERB	VERB		VERB		
42	y	PRON	PRON		PRON		
42	pi	ADV	ADV		ADV		
42	malévé	ADJ	ADJ		ADJ		
42	ankò	ADV	ADV		ADV		
42	i	PRON	PRON		PRON		
42	konprann	VERB	VERB		VERB		
42	ké	SCONJ	SCONJ		SCONJ		
42	dépi	ADP	ADP		ADP		
42	i	PRON	PRON		PRON		
42	bizwen	VERB	VERB		VERB		
42	an	DET	DET		DET		
42	biten	NOUN	NOUN		NOUN		
42	fò	SCONJ	SCONJ		SCONJ		
42	i	PRON	PRON		PRON		
42	mandé	VERB	VERB		VERB		
42	fò	SCONJ	SCONJ		SCONJ		
42	yo	PRON	PRON		PRON		
42	ba	VERB	VERB		VERB		
42	y	PRON	PRON		PRON		
43	bib	NOUN	NOUN		NOUN		
43	la	DET	DET		DET		
43	labib	PROPN	PROPN		PROPN		
43	évé	CONJ	CONJ		CONJ		
43	vié	ADJ	ADJ		ADJ		
43	épi	CONJ	CONJ		CONJ		
43	nouvo	ADJ	ADJ		ADJ		
43	testaman	NOUN	NOUN		NOUN		
43	sé	VERB	VERB		VERB		
43	Bondyé	PROPN	PROPN		PROPN		
43	ki	PRON	PRON		PRON		
43	inspiré-	VERB	VERB		VERB		
43	y	PRON	PRON		PRON		
43	sé	VERB	VERB		VERB		
43	sèl	ADJ	ADJ		ADJ		
43	vrè	ADJ	ADJ		ADJ		
43	biten	NOUN	NOUN		NOUN		
43	ki	PRON	PRON		PRON		
43	matjé	ADJ	ADJ		ADJ		
43	et	CONJ	CONJ		CONJ		
43	on	DET	DET		DET		
43	lalwa	NOUN	NOUN		NOUN		
43	pou	ADP	ADP		ADP		
43	tout	DET	DET		DET		
43	krétien	NOUN	NOUN		NOUN		
43	ki	PRON	PRON		PRON		
43	ka	PART	PART		PART		
43	viv	VERB	VERB		VERB		
44	on	DET	DET		DET		
44	sèl	ADJ	ADJ		ADJ		
44	sauvè	NOUN	NOUN		NOUN		
44	pou	ADP	ADP		ADP		
44	mond	NOUN	NOUN		NOUN		
44	la	DET	DET		DET		
44	pou	ADP	ADP		ADP		
44	tala	PRON	PRON		PRON		
44	ki	PRON	PRON		PRON		
44	kréyé	VERB	VERB		VERB		
44	syèl	NOUN	NOUN		NOUN		
44	épi	CONJ	CONJ		CONJ		
44	latè	NOUN	NOUN		NOUN		
44	sé	VERB	VERB		VERB		
44	li	PRON	PRON		PRON		
44	li	PRON	PRON		PRON		
44	sé	VERB	VERB		VERB		
44	sèl	ADJ	ADJ		ADJ		
44	bondyé	NOUN	NOUN		NOUN		
44	ki	PRON	PRON		PRON		
44	vrè	ADJ	ADJ		ADJ		
45	yo	PRON	PRON		PRON		
45	ka	PART	PART		PART		
45	rasazé	VERB	VERB		VERB		
45	tout	DET	DET		DET		
45	sa	PRON	PRON		PRON		
45	yo	PRON	PRON		PRON		
45	plen	ADJ	ADJ		ADJ		
45	tout	ADV	ADV		ADV		
45	alò	ADV	ADV		ADV		
45	sèl	ADJ	ADJ		ADJ		
45	biten	NOUN	NOUN		NOUN		
45	yo	PRON	PRON		PRON		
45	ni	VERB	VERB		VERB		
45	konyè	VERB	VERB		VERB		
45	la	DET	DET		DET		
45	sé	VERB	VERB		VERB		
45	zanmi	NOUN	NOUN		NOUN		
45	a	ADP	ADP		ADP		
45	yo	PRON	PRON		PRON		
45	yo	PRON	PRON		PRON		
45	ka	PART	PART		PART		
45	wè	VERB	VERB		VERB		
45	sa	PRON	PRON		PRON		
45	zanmi	NOUN	NOUN		NOUN		
45	a	ADP	ADP		ADP		
45	yo	PRON	PRON		PRON		
45	ka	PART	PART		PART		
45	fè	VERB	VERB		VERB		
45	yo	PRON	PRON		PRON		
45	k'ay	PART	PART		PART		
45	fouté	VERB	VERB		VERB		
45	bòdèl	NOUN	NOUN		NOUN		
46	si	SCONJ	SCONJ		SCONJ		
46	ou	PRON	PRON		PRON		
46	té	PART	PART		PART		
46	trapé	VERB	VERB		VERB		
46	bak	NOUN	NOUN		NOUN		
46	ou	PRON	PRON		PRON		
46	ay	VERB	VERB		VERB		
46	inivèsité	NOUN	NOUN		NOUN		
46	ou	PRON	PRON		PRON		
46	sav	VERB	VERB		VERB		
46	ou	PRON	PRON		PRON		
46	pa	ADV	ADV		ADV		
46	oblijé	VERB	VERB		VERB		
46	fè	VERB	VERB		VERB		
46	lèson	NOUN	NOUN		NOUN		
46	an	DET	DET		DET		
46	ou	PRON	PRON		PRON		
46	pa	ADV	ADV		ADV		
46	oblijé	VERB	VERB		VERB		
46	ay	VERB	VERB		VERB		
46	lèkòl	NOUN	NOUN		NOUN		
47	kilti	NOUN	NOUN		NOUN		
47	la	DET	DET		DET		
47	sa	DET	DET		DET		
47	piské	SCONJ	SCONJ		SCONJ		
47	lè	SCONJ	SCONJ		SCONJ		
47	nou	PRON	PRON		PRON		
47	té	PART	PART		PART		
47	pi	ADV	ADV		ADV		
47	jèn	ADJ	ADJ		ADJ		
47	yo	PRON	PRON		PRON		
47	pa	ADV	ADV		ADV		
47	aprann	VERB	VERB		VERB		
47	nou	PRON	PRON		PRON		
47	dansé	VERB	VERB		VERB		
47	yo	PRON	PRON		PRON		
47	pa	ADV	ADV		ADV		
47	aprann	VERB	VERB		VERB		
47	nou	PRON	PRON		PRON		
47	jwé	VERB	VERB		VERB		
47	donk	CONJ	CONJ		CONJ		
47	sé	VERB	VERB		VERB		
47	résèvé	ADJ	ADJ		ADJ		
47	vréman	ADV	ADV		ADV		
47	a	ADP	ADP		ADP		
47	an	DET	DET		DET		
47	sètèn	ADJ	ADJ		ADJ		
47	katéjori	NOUN	NOUN		NOUN		
47	dé	ADP	ADP		ADP		
47	moun	NOUN	NOUN		NOUN		
48	é	CONJ	CONJ		CONJ		
48	délè	SCONJ	SCONJ		SCONJ		
48	ki	PRON	PRON		PRON		
48	ka	PART	PART		PART		
48	vayé	VERB	VERB		VERB		
48	finalman	ADV	ADV		ADV		
48	an	PRON	PRON		PRON		
48	pa	ADV	ADV		ADV		
48	rakonté	VERB	VERB		VERB		
48	zòt	PRON	PRON		PRON		
48	pou	ADP	ADP		ADP		
48	zafè	NOUN	NOUN		NOUN		
48	obstak	NOUN	NOUN		NOUN		
48	antouka	ADV	ADV		ADV		
48	pa	ADV	ADV		ADV		
48	dan	ADP	ADP		ADP		
48	détay	NOUN	NOUN		NOUN		
49	men	CONJ	CONJ		CONJ		
49	kanmenm	ADV	ADV		ADV		
49	an	PRON	PRON		PRON		
49	éséyé	VERB	VERB		VERB		
49	bay	VERB	VERB		VERB		
49	zòt	PRON	PRON		PRON		
49	lafòs	NOUN	NOUN		NOUN		
49	pou	ADP	ADP		ADP		
49	zòt	PRON	PRON		PRON		
49	ka	PART	PART		PART		
49	avansé	VERB	VERB		VERB		
50	finalman	ADV	ADV		ADV		
50	an	PRON	PRON		PRON		
50	diskité	VERB	VERB		VERB		
50	avé	ADP	ADP		ADP		
50	y	PRON	PRON		PRON		
50	an	PRON	PRON		PRON		
50	mandé	VERB	VERB		VERB		
50	y	PRON	PRON		PRON		
50	an	PRON	PRON		PRON		
50	pa	ADV	ADV		ADV		
50	konprann	VERB	VERB		VERB		
50	manman	NOUN	NOUN		NOUN		
50	mwen	PRON	PRON		PRON		
50	di	VERB	VERB		VERB		
50	mwen	PRON	PRON		PRON		
50	ké	SCONJ	SCONJ		SCONJ		
50	ou	PRON	PRON		PRON		
50	pa	ADV	ADV		ADV		
50	ka	PART	PART		PART		
50	tann	VERB	VERB		VERB		
50	an	PRON	PRON		PRON		
50	ka	PART	PART		PART		
50	palé	VERB	VERB		VERB		
50	ba	ADP	ADP		ADP		
50	ou	PRON	PRON		PRON		
50	ou	PRON	PRON		PRON		
50	ka	PART	PART		PART		
50	tann	VERB	VERB		VERB		
51	yo	PRON	PRON		PRON		
51	ka	PART	PART		PART		
51	mèt	VERB	VERB		VERB		
51	vi	PRON	NOUN	NOUN	NOUN		
51	a	ADP 	ADP 		ADP 		
51	yo	PRON	PRON		PRON		
51	andanjé	ADJ			ADJ		en dangejé ? 
51	_VIRGULE_	PUNCT	PUNCT		PUNCT		
51	vi	PRON	NOUN	NOUN	NOUN		
51	a	ADP 	ADP 		ADP 		
51	dòt	DET	ADJ	DET	DET		
51	moun	NOUN	NOUN		NOUN		
51	_VIRGULE_	PUNCT	PUNCT		PUNCT		
51	sitou	ADV			ADV	surtout	
51	a	ADP 	ADP 		ADP 		
51	yo	PRON	PRON		PRON		
51	menm	ADV	ADV		ADV		
51	andanjé	ADJ			ADJ		
51	osi	ADV	ADV		ADV		
51	.	PUNCT	PUNCT		PUNCT		
52	sé	VERB	VERB	DET	DET		
52	boug	NOUN			NOUN		
52	la	DET			DET		
52	sa	PRON			PRON		
52	yo	PRON	PRON		PRON		
52	dwèt	AUX			AUX		
52	pa	ADV	ADV		ADV		
52	menm	ADV	ADV		ADV		
52	réfléchi	VERB	VERB		VERB		
52	.	PUNCT	PUNCT		PUNCT		
53	prémyé	ADJ	ADJ		ADJ		
53	biten	NOUN	NOUN		NOUN		
53	an	PRON			PRON	JE	
53	té	PART	PART		PART	en train de	
53	ka	PART	PART		PART		
53	sonjé	VERB	VERB		VERB		
53	an	PRON			PRON		
53	ka	PART	PART		PART		
53	di	VERB			VERB		
53	mésyé	NOUN			NOUN		
53	sa	PRON	PRON		PRON		
53	manman	NOUN	NOUN		NOUN		
53	mwen	PRON	PRON		PRON		
53	k'ay			PART	PART	PART+VERB ?	
53	di	VERB			VERB		
53	dé	ADP 		DET	DET		
53	mwen	PRON	PRON		PRON		
53	_VIRGULE_	PUNCT	PUNCT		PUNCT		
53	sa				PRON		
53	fanmi	NOUN	NOUN		NOUN		
53	mwen	PRON	PRON		PRON		
53	ka	PART	PART		PART		
53	di	VERB			VERB		
53	mwen	PRON	PRON		PRON		
53	.	PUNCT	PUNCT		PUNCT		
54	Hay	VERB	VERB		VERB		?
54	mé	CCONJ	CCONJ		CCONJ		mais dedansÂ ?
54	dan	NOUN	ADV	NOUN	NOUN		
54	a'y	PRON	VERB	PRON	PRON		tokÂ ?
54	blan	ADJ	ADJ		ADJ		
54	.	PUNCT	PUNCT		PUNCT		
55	Chak	DET	DET		DET		
55	bourgo	NOUN	NOUN		NOUN		
55	ka	PART	PART		PART		
55	halé	VERB			VERB		
55	kaz	NOUN	NOUN		NOUN		
55	a'y	PRON			PRON		
55	.	PUNCT	PUNCT		PUNCT	A REMPLACER PAR POINT	
56	Zafé	NOUN	VERB	NOUN	NOUN		ca faitÂ ?
56	kabwit	NOUN	NOUN		NOUN	ADJÂ ?	
56	pa	ADV	ADV		ADV	?? 	
56	lapen	NOUN	NOUN		NOUN		la peineÂ ?
56	.	PUNCT	PUNCT		PUNCT		
57	Chat	NOUN	NOUN		NOUN		
57	pa	ADV	ADV		ADV		
57	la	ADV	ADV		ADV		
57	_VIRGULE_	PUNCT	PUNCT		PUNCT		
57	rat	NOUN	NOUN		NOUN		
57	ka	PART	PART		PART		
57	bay	VERB			VERB		
57	bal	NOUN			NOUN		
57	.	PUNCT	PUNCT		PUNCT		
58	Achté	VERB	VERB		VERB		
58	van	NOUN	NOUN		NOUN		
58	pou	ADP 	ADP 		ADP 		
58	vann	VERB	VERB		VERB		
59	Sé	VERB			VERB		
59	zanmi	NOUN	NOUN		NOUN		
59	fè	VERB	VERB		VERB		
59	si	SCONJ			SCONJ		
59	krab	NOUN			NOUN		
59	pa	ADV	ADV		ADV		
59	ni	VERB			VERB		
59	tèt	NOUN	NOUN		NOUN		
59	.	PUNCT	PUNCT		PUNCT		
60	Kassav	PROPN	PROPN		PROPN		
60	sé	VERB	VERB		VERB		
60	on	DET	DET		DET		
60	gwoup	NOUN	NOUN		NOUN		
60	dé	ADP 	DET	DET	DET		
60	mizik	NOUN	NOUN		NOUN		
60	gwadloupÃ©yen	ADJ	ADJ		ADJ		
60	.	PUNCT	PUNCT		PUNCT		
61	Sé	ADV	VERB	VERB	VERB		
61	zouk	NOUN	NOUN		NOUN		
61	yo	PRON	PRON		PRON		
61	ka	PART	PART		PART		
61	fè	VERB	VERB		VERB		
61	.	PUNCT	PUNCT		PUNCT		
62	Yonn	DET	DET		DET	SEULE	
62	dé	ADP 	DET	DET	DET		
62	bitin	NOUN	NOUN		NOUN		
62	ki	PRON	SCONJ	SCONJ 	SCONJ 		
62	ka	PART	PART		PART		
62	interesé	VERB	VERB		VERB		
62	sé	VERB	VERB	VERB	VERB		
62	moun	NOUN	NOUN		NOUN		
62	plis	ADV	ADV		ADV		
62	sé	VERB	NUM	VERB	VERB		
62	la	DET	DET		DET		
62	Touw	PROPN	PROPN		PROPN		
62	Efel	PROPN	PROPN		PROPN		
62	.	PUNCT	PUNCT		PUNCT		
63	Sé	VERB	VERB		VERB		
63	yon	DET	DET		DET		
63	plass	NOUN	NOUN		NOUN		
63	ni	VERB	VERB		VERB		
63	pliss	ADV	ADV		ADV		
63	moun	NOUN	NOUN		NOUN		
63	kay	VERB			VERB	PART+VERB	
63	asi	ADP 	ADV	ADV	ADV	SUR	
63	la	DET			DET		
63	tè	NOUN	PART	NOUN	NOUN		
63	.	PUNCT	PUNCT		PUNCT		
64	Pou	ADP 	ADP 		ADP 		
64	ay	VERB			VERB		
64	vwè		VERB	VERB	VERB	VERB+PRON	-y ?
64	-y			PRON	PRON		
64	ou	PRON			PRON		
64	dwèt	AUX			AUX		
64	ka	PART	PART		PART		
64	pwan	VERB	VERB		VERB		
64	métro	NOUN	NOUN		NOUN		
64	Champ-de-Mars	PROPN	PROPN		PROPN		
64	.	PUNCT	PUNCT		PUNCT		
65	Raton	NOUN	NOUN		NOUN	TOKEN RATON_LAVÃˆÂ ?	
65	lavè	NOUN	ADJ	ADJ	ADJ		
65	de	ADP 	DET	ADP	ADP		
65	GwadloupkriÃ©	PROPN	ADJ	PROPN	PROPN		
65	Rakoon	NOUN	NOUN		NOUN		XÂ ?
65	an	ADP 	ADP 		ADP 		
65	Gwadloup	PROPN	PROPN		PROPN		
65	_VIRGULE_	PUNCT	PUNCT		PUNCT		
65	sé	VERB	VERB		VERB		
65	on	DET	DET		DET		
65	jan	NOUN	NOUN		NOUN		
65	raton	NOUN	NOUN		NOUN		
65	lavè	NOUN	ADJ	ADJ	ADJ		
65	_VIRGULE_	PUNCT	PUNCT		PUNCT		
65	défwa	ADV	ADV		ADV		
65	konsidéré	VERB	VERB		VERB		
65	kon	ADV	ADV		ADV		
65	an	DET	NOUN	DET	DET		
65	sou-jan	NOUN	NOUN		NOUN		
65	raton	NOUN	NOUN		NOUN		
65	lavè	NOUN	ADJ	ADJ	ADJ		
65	.	PUNCT	PUNCT		PUNCT		
66	Nou	PRON	PRON		PRON		
66	pé	VERB	VERB		VERB	AUXÂ ?	
66	vwey'		VERB		VERB	VERB+PRON	
66	an	ADP 	ADP 		ADP 		
66	léta	NOUN	NOUN		NOUN		
66	sauvaj	NOUN	ADJ	ADJ	ADJ		
66	an	ADP 	ADP 		ADP 		
66	Pak	PROPN	NOUN	PROPN	PROPN		
66	National	PROPN	ADJ	PROPN	PROPN		
66	Gwadloup	PROPN	PROPN	PROPN	PROPN		
66	_VIRGULE_	PUNCT	PUNCT		PUNCT		
66	asi	ADP 	ADV	ADP	ADP		
66	lilet	NOUN	NOUN		NOUN		
66	Basté	PROPN	PROPN		PROPN		
66	.	PUNCT	PUNCT		PUNCT		
67	Nou	PRON	PRON		PRON		
67	pé	VERB	AUX	VERB	VERB		
67	vwey'		VERB		VERB	VERB+PRON	
67	osi	ADV	ADV		ADV		
67	an	ADP 	ADP 		ADP 		
67	Pak	NOUN	NOUN		NOUN		
67	géolojik	ADJ	ADJ		ADJ		
67	é	CCONJ	CCONJ		CCONJ		
67	a	ADP 	ADP 		ADP 		
67	Mamnel	PROPN	PROPN		PROPN		
67	(	PUNCT	PUNCT		PUNCT		
67	rout	NOUN	NOUN		NOUN		
67	a	ADP 	ADP 		ADP 		
67	travésé		VERB	NOUN	NOUN	NOUN+DET	#NOM ?
67	-la		DET	DET	DET		
67	)	PUNCT	PUNCT		PUNCT		
67	.	PUNCT	PUNCT		PUNCT		
68	Sa		VERB	DET	DET		
68	nou		PRON	PRON	PRON		
68	ka	PART	SCONJ	PART	PART		qui aÂ ?
68	kriyé	VERB	VERB		VERB		
68	la	DET	DET		DET		
68	_GUILLEMET_O_	PUNCT			PUNCT		Pb de tok
68	Véritable	PROPN	PROPN		PROPN		
68	Jéus	PROPN			PROPN		
68	Eglise	PROPN			PROPN		
68	_GUILLEMET_F_	PUNCT			PUNCT		
68	sé	VERB	VERB		VERB		
68	on	DET	DET		DET		
68	légliz	NOUN	NOUN		NOUN		
68	endépandan	ADJ	ADJ		ADJ		
68	ki	PRON	SCONJ	SCONJ	SCONJ		
68	vin	AUX	AUX	VERB	VERB		
68	vwè	VERB	VERB		VERB		
68	jou	NOUN	NOUN		NOUN		
68	a	ADP 	ADP 		ADP 		
68	Pékin	PROPN	PROPN		PROPN		
68	an	ADP 	ADP 		ADP 		
68	Chine	PROPN	PROPN		PROPN		
68	an	ADP 	ADP 		ADP 		
68	1917	NUM	NUM		NUM		
68	.	PUNCT	PUNCT		PUNCT		
69	Sé	VERB	VERB		VERB		
69	on	DET	DET		DET		
69	lyannaj	NOUN	NOUN		NOUN	UNION	
69	chinwa	ADJ	ADJ		ADJ		
69	a	ADP 	VERB	ADP	ADP	DE	?
69	on	DET	DET		DET		
69	koté	NOUN	NOUN		NOUN		
69	protèstan	ADJ	ADJ		ADJ		
69	a	ADP 	ADP 		ADP 		
69	légliz	NOUN	NOUN		NOUN		
69	krétyén	ADJ	ADJ		ADJ		
69	ki	PRON	SCONJ	SCONJ	SCONJ		
69	koumansé	VERB	VERB		VERB	AUXÂ ?	
69	grandi	VERB	VERB		VERB		
69	lè	SCONJ	ADV	SCONJ	SCONJ	QUANDÂ ?	
69	lanné	NOUN	NOUN		NOUN		
69	1900	NUM	NUM		NUM		
69	rivé	VERB	VERB		VERB		
69	.	PUNCT	PUNCT		PUNCT		
70	Egliz	NOUN	PROPN	NOUN	NOUN	DEUX TOKENS	
70	-				PUNCT		
70	lasa	DET	DET		DET		
70	ni	VERB	VERB		VERB		
70	1_VIRGULE₅	NUM	NUM		NUM	1 TOKEN NUM OU ADJ ?	
70	milyon	NOUN	NOUN		NOUN		
70	fidèl	NOUN	NOUN		NOUN		
70	Latè	PROPN	PROPN		PROPN		?
70	.	PUNCT	PUNCT		PUNCT		Pq on a quâ€™une seule phrase lÃ Â ?
70	Sé	VERB	VERB		VERB		
70	on	DET	DET		DET		
70	légliz	NOUN	NOUN		NOUN		
70	pantkotist	ADJ	ADJ		ADJ		
70	_VIRGULE_	PUNCT	PUNCT		PUNCT		
70	kivédi	CCONJ		????	SCONJ		
70	moun	NOUN	NOUN		NOUN		
70	ka	PART	PART		PART		
70	poté	VERB	VERB		VERB		
70	onlo	ADV		ADV	ADV		
70	powtalans	NOUN	NOUN		NOUN		
70	don	VERBB	VERB	NOUN	NOUN		
70	a	ADP 	ADP 		ADP 		
70	Lèspwi	PROPN	PROPN		PROPN		
70	Sen	PROPN	PROPN		PROPN		
70	.	PUNCT	PUNCT		PUNCT		
71	pa	ADV	ADV		ADV		
71	ni	VERB	VERB		VERB		
71	matyè	NOUN	NOUN		NOUN		
71	premyè	ADJ	ADJ		ADJ		
71	pou	ADP 	ADP 		ADP 		
71	di	VERB			VERB		
71	ou	PRON	PRON		PRON		
71	k'ay			VERB	VERB	PART+VERB	
71	kréyé	VERB			VERB		
71	lendistri	NOUN	NOUN		NOUN		
71	_VIRGULE_	PUNCT	PUNCT		PUNCT		
71	ou	PRON	PRON		PRON		
71	ké	PART	PART		PART		
71	vini	VERB	VERB		VERB		
71	otonom	ADJ	ADJ		ADJ		
71	.	PUNCT	PUNCT		PUNCT		
72	an	ADP 	ADP 		ADP 		
72	Gwadloup	PROPN	PROPN		PROPN		
72	au	ADP 	ADP 		ADP 		XÂ ?
72	temps	NOUN	NOUN		NOUN		XÂ ?
72	ancien	ADJ	ADJ		ADJ		XÂ ?
72	sa	PRON	PRON		PRON		
72	évolyé	VERB	VERB		VERB		
72	aprézan	ADV	ADV		ADV		
72	?	PUNCT	PUNCT		PUNCT		
73	Lagwadloup	NOUN	NOUN	ERREUR TOKENISATION	PROPN		NOUN puis VERB
73	dévlopé				VERB		
73	pli	ADV	ADV		ADV		
73	vit	ADJ	ADJ		ADJ		
73	sé	VERB	VERB		VERB		
73	grand	ADJ	ADJ		ADJ		
73	tè	NOUN	NOUN		NOUN		
73	.	PUNCT	PUNCT		PUNCT		
74	é	CCONJ	CCONJ		CCONJ		?
74	nou	PRON	PRON		PRON		
74	..	PUNCT	PUNCT		PUNCT		
74	nou	PRON	PRON		PRON		
74	sé	VERB	VERB		VERB		
74	la	DET	DET		DET		
74	grande	ADJ	ADJ		ADJ		XÂ ?
74	dépendance	NOUN	NOUN		NOUN		XÂ ?
74	mais	CCONJ	ADP 	CCONJ	CCONJ		XÂ ? 
74	effectivement	ADV	ADP 	ADV	ADV		XÂ ?
74	lévolisyon	NOUN	NOUN		NOUN		lâ€™Â ?
74	ka	PART	PART		PART		qui estÂ ?
74	vini	VERB	VERB		VERB		
74	lantman	ADV	ADP 	ADV	ADV		
74	lantman	ADV	ADP 	ADV	ADV		
74	.	PUNCT	PUNCT		PUNCT		
75	nou	PRON	PRON		PRON		
75	aprézan	ADV	ADP 	ADV	ADV		
75	la		DET		DET		
75	sa		PRON		PRON		
75	ka	PART	PART		PART		
75	rivé	VERB	VERB		VERB		
75	.	PUNCT	PUNCT		PUNCT		
76	sé	VERB	VERB		VERB		
76	kè	PART	PART	PRON	PRON		
76	nou	PRON	PART	PRON	PRON		
76	ka	PART	PART		PART		
76	vin	VERB	VERB		VERB		
76	on	PRON			PRON		
76	tè	PART	PART	NOUN	NOUN		
76	apa			"? "" ce n'est pas """	ADV		
76	ki	SCONJ	SCONJ		SCONJ		
76	ka	PART	PART		PART		
76	plis	ADV	ADV		ADV		
76	ou	PRON	PRON		PRON		
76	mwen	PRON	PRON		PRON		
76	privé	VERB	VERB	ADJ	ADJ		
76	_VIRGULE_	PUNCT	PUNCT		PUNCT		
76	réchèché	VERB	VERB		VERB		
76	dans		ADV	ADP	ADP		dans la mesure oÃ¹/ADV
76	la		ADV	DET	DET		
76	mesure		ADV	NOUN	NOUN		
76	ou		ADV	PRON	PRON		
76	sé	VERB	NUM	VERB	VERB		
76	moun	NOUN	NOUN		NOUN		
76	la	DET	DET		DET		
76	ka	PART	PART		PART		qui aÂ ?
76	chèche	VERB	VERB		VERB		
76	on	PRON	DET	DET	DET		
76	sèten	ADJ	ADJ		ADJ		
76	trankilité	NOUN	NOUN		NOUN		
76	.	PUNCT	PUNCT		PUNCT		
77	manman	NOUN	NOUN		NOUN		
77	mwen	PRON	PRON		PRON		
77	té	VERB	VERB		VERB		
77	tèlman	ADV	ADV		ADV		
77	sèten	ADJ	ADJ		ADJ		
77	ké	PART	PART	PRON	SCONJ		
77	an				PRON		
77	té	PART	PART		PART		
77	réyisi	VERB	VERB		VERB	ADJÂ ?	
77	.	PUNCT	PUNCT		PUNCT		
78	i	PRON	PRON		PRON		
78	té	PART	PART		PART		
78	déja	ADV	ADV		ADV		
78	péyé	VERB	VERB		VERB		
78	biyé	NOUN	NOUN		NOUN		
78	ban	NOUN	ADP 	ADP	ADP	?? 	?
78	mwen	PRON	PRON		PRON		
78	_VIRGULE_	PUNCT	PUNCT		PUNCT		
78	Organizé	VERB	VERB		VERB		
78	séjou	NOUN	NOUN		NOUN		
78	an	ADP 	ADP 		ADP 		
78	mwen	PRON	PRON		PRON		
78	_VIRGULE_	PUNCT	PUNCT		PUNCT		
78	ay	VERB			VERB		
78	kay	PART		NOUN	NOUN		
78	moun	NOUN	NOUN		NOUN		
78	.	PUNCT	PUNCT		PUNCT		
79	k'			? (qu'est ce que)	PRON		
79	an			PRON	PRON		
79	pé	AUX			AUX		
79	fè	VERB			VERB		
79	_VIRGULE_	PUNCT	PUNCT		PUNCT		
79	an			PRON	PRON		
79	ay			VERB	VERB		
79	linivèsité	NOUN	NOUN		NOUN		
79	dè	ADP 	DET	ADP	ADP		
79	Lille	PROPN	PROPN		PROPN		
79	.	PUNCT	PUNCT		PUNCT		
80	lèt	NOUN	NOUN		NOUN		
80	_VIRGULE_	PUNCT	PUNCT		PUNCT		
80	lang	NOUN	NOUN		NOUN		
80	_VIRGULE_	PUNCT	PUNCT		PUNCT		
80	la			DET	DET		
80	tou			ADV	ADV		
80	moun	NOUN	NOUN		NOUN		
80	k'ay			VERB	VERB	PART+VERB	
80	lè	VERB		SCONJ 	SCONJ 		
80	yo	PRON	PRON		PRON	ILS	
80	pa	ADV	ADV		ADV		
80	sav	VERB	VERB		VERB		
80	pou	ADP 	ADP 		ADP 		
80	yo	PRON	PART	PRON	PRON		
80	fè	VERB	VERB		VERB		
80	.	PUNCT	PUNCT		PUNCT		
81	an	PRON	PRON		PRON		
81	enskri	VERB	VERB		VERB		
81	mwen	PRON	PRON		PRON		
81	an	ADP 	ADP 		ADP 		
81	lettres	NOUN	NOUN		NOUN		XÂ ?
81	modernes	NOUN	ADJ	ADJ	ADJ		XÂ ? 
81	.	PUNCT	PUNCT		PUNCT		
82	monchè	NOUN		NOUN	INTJ	INTJ ?	
82	an	PRON			PRON		
82	di	VERB			VERB		
82	an			VERB ?	VERB ?		
82	nou	PRON	PRON		PRON		
82	ay			VERB 	VERB 		
82	!	PUNCT	PUNCT		PUNCT		
83	sé	VERB	VERB		VERB		
83	vré	ADJ	ADJ		ADJ		
83	kè	SCONJ	SCONJ		SCONJ		
83	sé		VERB		VERB		
83	on	DET	DET		DET		
83	moman	NOUN	NOUN		NOUN		
83	an				PRON		
83	té		PART		PART		
83	dwèt	VERB			VERB		
83	fété	VERB			VERB		
83	_VIRGULE_	PUNCT	PUNCT		PUNCT		
83	an				PRON		
83	té		PART		PART		
83	dwèt	VERB			VERB		
83	jwayèz	ADJ	ADJ		ADJ		
83	.	PUNCT	PUNCT		PUNCT		
84	an	PRON			PRON		
84	jwayèz	ADJ	ADJ		ADJ		
84	an	PRON			PRON		
84	ka	PART	PART		PART		
84	souri	VERB	VERB		VERB		
84	_VIRGULE_	PUNCT	PUNCT		PUNCT		
84	an	PRON			PRON		
84	ka	PART	PART		PART		
84	ri	VERB	VERB		VERB		
84	.	PUNCT	PUNCT		PUNCT		
85	men	ADV			ADV	MAIS	
85	sé	VERB	VERB		VERB		
85	vrè	ADJ	ADJ		ADJ		
85	kè	SCONJ	SCONJ		SCONJ		
85	an	PRON			PRON		
85	ka	PART	PART		PART		
85	di	VERB			VERB		
85	mwen	PRON	PRON		PRON		
85	é	CCONJ			CCONJ		
85	i	PRON	PRON		PRON		
85	poko	ADV		ADV	ADV		
85	menm	ADV	ADV		ADV		
85	fini	VERB	VERB		VERB		
85	.	PUNCT	PUNCT		PUNCT		
86	kon	ADV		SCONJ	SCONJ	ADV OU CONJÂ ?	
86	an	PRON			PRON		
86	té	PART	PART		PART		
86	ka	PART	PART		PART		
86	di	VERB			VERB		
86	zot	PRON	PRON		PRON	VOUSÂ ?	
86	ni	VERB			VERB		
86	an	PRON			PRON		
86	dot	NOUN		DET	DET	Dâ€™AUTRES	
86	a	ADP 			ADP 		
86	lafen_dimwa	NOUN	NOUN		NOUN	LAFEN_DIMWAÂ ?	la fin du moisÂ ? = que faireÂ ?
86	.	PUNCT	PUNCT		PUNCT		
87	men	PRON			PRON		
